Project Number,Agreement Number,Project Name,Project Description,Agreement Database,Agreement Comment, Agreement Information??-connections,Funding Sources,Other Funding Sources,Agreement Type,Lead Organization,Fund Years-with costing,Project Start Date,Project End Date,Region,Ecosystem Type,Primary_River,Secondary River,Lake System,Watershed Name,DFO Management Area,Lat,Long,Stock Management Unit,CUIndex,CUName,Species,Salmon Life Stage,Project Stage,Project_Type,Project_Subtype,Monitoring_Approach,Project_Theme,Project_Core_Element,Project_Supportive_Element,Project Purpose,Category Comments,Links to other DFO Programs,Linked DFO Program Project Reference,Links to other Government Departments,Policy and Program Connections,DFO Project Authority,DFO Aboriginal Affairs Advisor,Area Chief,DFO Resource manager,First Nations,First Nations Contact,First Nations Contact Role,DFO Biologists or Technicians,Partners,Partners Primary Contact,Contractors,Contractors Primary Contact,Method Type,Location/Organization responsible for Scale Processing,Location/Organization responsible for Otolith Processing,Location/Organization responsible for DNA Processing,Location/Organization responsible for Heads Processing,Location/Organization responsible for Instrument Data Processing,Method Document Type,Traditional Ecological Knowledge Considered?,Reference Number,Link to Document,Samples Collected,Samples Collected Comment,Samples Collected Database,Barrier to sample collection?,Was sample collection data entered into database(s)?,Was sample data quality check complete?,How was data quality check completed?,Barriers to data checks/enter into database,Sample Collection Format(s),Data Products,Data Products Database(s),Data Products Comment,Data Programs,How was the data communicated to recipient?,Report Timeline,Report Limitations and concerns,Report Types,Document Name,Document Owner/Author,Document Reference Information,Document Link,Is this report published?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GC-SCA-AFS-2117,AFS2021-MLT-2117-0-B1,FSC Fisheries Management,"1.The FC/FT will coordinate catch monitoring and reporting as agreed to in the AFS Agreement. 2.The FC/FT, in consultation with DFO, will develop a detailed operational plan that outlines the proposed fishing activities for the year and the specific fisheries management activities to be undertaken by the Organization.3.The FC/FT will collect all known weekly catch information for all fish including shellfish harvested by the Organization or designate, in a suitable format to the DFO Area Species Coordinators as identified by Jonathan Joe, DFO Resource Manager.4.The FC will employ individual(s) as it deems necessary to undertake catch monitoring and reportings. 5.The FC/FT will maintain records of catch throughout the year for all species possible and summarize information for a final report.6.The FC/FT will assign and manage fishing permits, including communal licences to designated persons and vessels.  ",APGIS,,,AFS,,Primary Agreement,First Nations,"2021,2022",2021-04-01,2023-03-31,SCA,Freshwater,Goldstream River,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Adult,Completed,Population Science ,Monitoring,Extensive,Escapement,Field Work,Data Collection,Contribute to Escapement Estimation,Unknown,Unknown,Unknown,Unknown,Unknown,Johnathan Joe,Unknown,Wilf Luedke,Unknown,Malahat First Nation,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Creel,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Counts,Unknown,NuSEDs,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GC-YTRA-AFS-2132,AFS2021-MLT-2132-0-A2,Stock Assessment,"Sample Chinook and sockeye salmon harvested in the upper Stikine River FSC fishery, implement adult Chinook salmon assessment projects, and conduct aerial surveys for Stikine River sockeye and coho salmon.",APGIS,,,"AFS,PST",,Primary Agreement,First Nations,2021,2021-04-01,2026-03-31,YTRA,Freshwater,Stikine River,"Chutine River,Craig River,Verret River,Katete River,Tahltan River,Little Tahltan River,Porcupine River,Scud River ",Unknown,Stikine River watershed,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"CH,SK,CO",Adult,Active,Population Science,"Monitoring,Sampling",Extensive,Escapement,Field Work,Data Collection,Contribute to Escapement Estimation,Unknown,Unknown,Stikine River Chinook ABM Development,Unknown,Unknown,Johnny Sembsmoen,Unknown,Bill Waugh,Unknown,Tahltan First Nation,Cheri Frockage,Fisheries Director,Unknown,Not Applicable,Not Applicable,Unknown,Unknown,"Sonar,Plane,Deadpitch",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Operational plans - DFO shared drives,Unknown,"Scales,Sex,Length,Coded Wire Tag Recovery,Secondary Marks,Tag Recovery-Unspecified,Egg Diametre,Otoliths,Counts",Unknown,DFO Shared Drive,Unknown,Unknown,Unknown,Unknown,Unknown,"Excel, Paper",Unknown,ADF&G Zander,Unknown,Not Applicable,Unknown,Unknown,Unknown,Project Report,"Transboundary Technical Committee Annual Catch and Effort Reporting, Aboriginal Fisheries Strategy Reporting",Unknown,Unknown,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GC-YTRA-AFS-2132,AFS2021-MLT-2132-0-B1,Catch Monitoring and Reporting,"Fisheries Technician Officer (FTO) will issue fishing permits, collect food fish data, conduct creel survey, and monitor the food fishery based at Tahltan and will ensure that fish leaving the Telegraph Creek area are accompanied by valid Tahltan Fisheries transportation permits and will work with DFO/RCMP enforcement personnel where required. FTO will conduct a creel survey to determine catch and effort data for Chinook, and conduct monitoring to determine success of upstream migration of Chinook/Sockeye at and above a rock slide that may inhibit passage.",APGIS,,,"AFS,PST",,Primary Agreement,First Nations,2021,2021-04-01,2026-03-31,YTRA,Freshwater,Stikine River,Telegraph Creek,Unknown,Stikine River watershed,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"CH,SK",Adult,Active,Population Science,Monitoring,Extensive,Catch (First Nations),Field Work,Data Collection,Contribute to Escapement Estimation,Unknown,Unknown,Unknown,Unknown,Unknown,"Bill Waugh,Sean Collins",Unknown,Bill Waugh,Unknown,Tahltan First Nation,Cheri Frockage,Fisheries Director,Unknown,Not Applicable,Not Applicable,Unknown,Unknown,Creel,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Counts,Unknown,DFO Shared Drive,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GC-YTRA-ARM-9005,ARM2017-MLT-9005-0-,,,APGIS,,,AAROM,,Primary Agreement,First Nations,2021,NA,NA,YTRA,Freshwater,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Active,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,First Nations Fisheries Council,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Counts,Unknown,NuSEDs,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GC-FIA-ARM-2019,ARM2018-MLT-2019-5-A1,Okanagan Chinook Recovery Program Implementation,Okanagan Chinook Recovery Program Implementation of a developed recovery plan for spring and summer Chinook into the Okanagan basin (includes pilot studies to inform recovery plan). Wilsey Dam Fish Passage Provision of recommendations and support projects to ensure progress of improvements to fish passage through Wilsey Dam.,AAROM Shared Drive,,,AAROM,,Amendment,First Nations,2016,2017-04-01,2022-03-31,FIA,Freshwater,Okanagan River,Unknown,Unknown,Okanagan River,Unknown,51.39954654,-127.1177046,OKANAGAN CHINOOK SALMON,CK-1,OKANAGAN_1.x,CH,Adult,Active,Population Science ,Enhancement,Extensive,Habitat Condition,Field Work,"Data Collection,Staffing,Meeting",Strategic Planning,Unknown,Unknown,Unknown,Unknown,Unknown,"Chuck Parken,Lynda Ritchie",Unknown,Timber Whitehouse,Unknown,Okanagan Nation Alliance,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Administration,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Not Applicable,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GC-SCA-ARM-1002,ARM2019-MLT-1002-3-A2,Data assistance for Black Creek Counting fence & staffing support,"F/T  and P/T Fisheries Biologists. Data analysis assistance on projects such as Black Creek Counting Fence, surveys (crab, clam beach and prawn), plankton testing and stream enumeration.",AAROM Shared Drive,,,AAROM,,Amendment,First Nations,2019,2019-04-01,2022-03-31,SCA,Freshwater,Black Creek,Unknown,Unknown,Unknown,Unknown,49.85170305,-125.1000312,"STRAIT OF GEORGIA COHO SALMON,GEORGIA STRAIT CHINOOK SALMON,INNER SOUTH COAST CHUM SALMON","CO-13,CK-27,CM-4","EAST VANCOUVER ISLAND-GEORGIA STRAIT,EAST VANCOUVER ISLAND-QUALICUM AND PUNTLEDGE_FA_0.x,GEORGIA STRAIT","CO,CH,CM,PK,SK","Adult,Juvenile",Active,"Population Science,Habitat Science",Sampling,Extensive,"Enumeration,Predator/Prey,Stream Condition","Field Work,Data Analysis ","Data Collection,Staffing",Contribute to Escapement Estimation,Unknown,Unknown,Unknown,Unknown,Unknown,Pieter Van Will,Unknown,Wilf Luedke,Unknown,A-Tlegay Fisheries Society ,Kim Duncan,Administrator,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Not Applicable,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GC-FIA-ARM-2010,ARM2019-MLT-2010-0-A1,Biological and Technical Support (Staff and Contract Biologists),Biological and Technical Support (Staff and Contract Biologists) Provided to the LFFA and Lower Fraser First Nations to assist with fisheries resource management.,APGIS,,,AAROM,,Primary Agreement,First Nations,2021,2020-04-01,2021-03-31,FIA,Freshwater,Fraser River,Unknown,Unknown,Unknown,Unknown,49.11706238,-123.1911107,"FRASER PINK SALMON - ODD,FRASER SPRING RUN 52 CHINOOK SALMON","PKO-1,CK-12","FRASER RIVER,UPPER FRASER RIVER_SP_1.3","CO,CH,CM,PK,SK",Adult,Active,Population Science ,"Monitoring,Sampling",Extensive,Escapement,Field Work,Staffing,Contribute to Escapement Estimation,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Timber Whitehouse,Unknown,Lower Fraser Fisheries Alliance Society ,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Administration,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Not Applicable,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GC-NCA-ARM-2019,ARM2019-MLT-2019-2-A6,Wet'snuwet'en Morice/Nanika Sockeye Recovery Process,Coordinate Process to support recovery of Morice/Nanika Sockeye. Provide venue and facilitation of meeting. Travel for participants. Provide technical feedback and expertise to plans developed to support recovery,APGIS,,,AAROM,,Amendment,First Nations,2020,2019-04-01,NA,NCA,Freshwater,Morice River,Nanika River,Unknown,Morice River,Unknown,54.40912266,-126.7465034,Unknown,Unknown,Unknown,SK,Adult,Active,Population Science ,Monitoring,Extensive,Escapement,"Field Work,Planning","Data Collection,Meeting",Administration,Unknown,Unknown,Unknown,Unknown,Unknown,Charmaine Carr-Harris,Unknown,Shaun Davies,Unknown,Skeena Fisheries Commission,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Not Applicable,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GC-NCA-ARM-2019,ARM2019-MLT-2019-2-A7,Review of Skeena and Nass Sockeye Salmon Escapement Goals ,"Provide technical expertise to support the Skeena and Nass sockeye escapement goal analysis project and provide 2 technical representatives to participate in a working group tasked with reviewing datasets, identify information gaps, prioritize further work, and develop an analysis plan for future phases of the project.",APGIS,,,"AAROM,PST",,Amendment,First Nations,2020,2019-04-01,NA,NCA,Freshwater,Skeena River,Nass River,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,SK,Adult,Active,Population Science,Monitoring,Extensive,Escapement,Field Work,Data Collection,Project/Program Review,Unknown,Unknown,Unknown,Unknown,Unknown,Charmaine Carr-Harris,Unknown,Shaun Davies,Unknown,Skeena Fisheries Commission,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Data Management,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Not Applicable,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GC-YTRA-ARM-2023,ARM2019-MLT-2023-0-,,,APGIS,,,AAROM,,Primary Agreement,First Nations,2021,NA,NA,YTRA,Freshwater,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Active,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Council of Yukon First Nations,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Not Applicable,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GC-NCA-ARM-3013,ARM2020-SYR-3013-1-,Skeena Escapement Goals Analysis – Technical Committee Participation ,"Participate in a review of escapement goals for Skeena and Nass Sockeye salmon through a technical working group. The working group will conduct a comprehensive review of the data, metrics and methods that can be used to develop biological benchmarks and assess stock status for different Skeena and Nass Sockeye populations.",APGIS,,,"AFS,PST",,Amendment,First Nations,Unknown,NA,NA,NCA,Freshwater,Skeena River,Nass River,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,SK,Adult,Active,Population Science,Monitoring,Extensive,Escapement,Field Work,Data Collection,Project/Program Review,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,North Coast Skeena First Nations Stewardship Society,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Not Applicable,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GC-SCA-SCI-190004,F1054-190004-,Sakinaw Sockeye Recovery Program (5PD27),"Sakinaw sockeye project fence monitoring and maintenance, biological sampling and species subsampling, PIT tag detection and video review. Data sheets and sampling supplies provided to crew members and crew to provide completed data sheets and biological samples back to DFO. ",South Coast Shared Drive,,,SCI-STAD,,Supply Arrangement,First Nations,2019,NA,NA,SCA,Freshwater,Sakinaw Lake,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Adult,Active,Population Science ,Sampling,Extensive,Escapement,Field Work,Data Collection,Contribute to Escapement Estimation,Unknown,Unknown,Unknown,Unknown,Unknown,Nicolette Watson,Unknown,Wilf Luedke,Unknown,Sechelt First Nation,Sid Quinn,Resource Director,"Gavin Joe,Raymond Paul",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GC-SCA-SCI-190170,F1054-190170-,WCVI Creel Surveys,"Review and verify 2019 recreational and First Nation catch data, catch estimates and biological samples submitted. On water interviews so there will also be boat costs. ",South Coast Shared Drive,Completed in 2019,,SCI-STAD,,Supply Arrangement,First Nations,2019,NA,NA,SCA,Freshwater,Port Renfrew,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Adult,Completed,Population Science ,"Monitoring,Sampling",Extensive,Catch (First Nations),Field Work,Evaluation,Contribute to Escapement Estimation,Unknown,Unknown,Unknown,Unknown,Unknown,Brenda Wright,Unknown,Wilf Luedke,Unknown,Pacheedaht First Nation,Jeff Jones,Fisheries Manager,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GC-SCA-SCI-190184,F1054-190184-,LGS Chinook Restoration (Nanaimo R.) - B,Review and complete an eelgrass assessment done in the Nanaimo River estuary.,South Coast Shared Drive,,,SCI-STAD,,Supply Arrangement,First Nations,2019,NA,NA,SCA,Freshwater,Nanaimo River,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Adult,Active,Population Science ,Monitoring,Extensive,Habitat Condition,Field Work,Evaluation,Project/Program Review,Unknown,Unknown,Unknown,Unknown,Unknown,Kevin Pellett,Unknown,Wilf Luedke,Unknown,Snuneymuxw First Nation,Chris Good,Land and Resources Coordinator,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GC-SCA-SCI-190187,F1054-190187-,All Species DNA,"Procure, Provide PIT tags and technical staff to apply the tags in juvenile salmonids at Heydon Bay Creek in Loughborough Inlet / Procure, test and install PIT array in Heydon Bay Creek.",APGIS,,,SCI-STAD,,Supply Arrangement,First Nations,Unknown,NA,NA,SCA,Freshwater,Heydon Creek,Unknown,Unknown,Unknown,Unknown,50.57674178,-125.5759243,Unknown,Unknown,Unknown,Unknown,Adult,Active,Population Science ,Monitoring,Extensive,Escapement,Field Work,Equipment Support,Contribute to Escapement Estimation,Unknown,Unknown,Unknown,Unknown,Unknown,Pieter Van Will,Unknown,Timber Whitehouse,Unknown,A-Tlegay Fisheries Society ,Kim Duncan,Administrator,A-Tlegay Technicians,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GC-FIA-UNK-1,Unknown #1-,Qualark Acoustic,,APGIS,,,PST,,Primary Agreement,First Nations,2019,NA,NA,FIA,Freshwater,Fraser River,Unknown,Unknown,Unknown,Unknown,49.11706238,-123.1911107,FRASER PINK SALMON - ODD,PKO-1,FRASER RIVER,"SK,PK",Adult,Active,Population Science ,Sampling,Intensive,Escapement,Field Work,Data Collection,Contribute to Escapement Estimation,Unknown,Unknown,Unknown,Unknown,Unknown,Timber Whitehouse,Unknown,Timber Whitehouse,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GC-NCA-UNK-10,Unknown #10-,Moricetown CH Marking and enumeration,,APGIS,,,PST,,Primary Agreement,First Nations,2019,NA,NA,NCA,Freshwater,Skeena River,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,CH,Unknown,Active,Population Science ,Sampling,Intensive,Escapement,Unknown,Unknown,Contribute to Escapement Estimation,Unknown,Unknown,Unknown,Unknown,Unknown,Barry Finnegan,Unknown,Shaun Davies,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Coded Wire Tagging,BioData-Tissue Collection",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GC-NCA-UNK-11,Unknown #11-,Moricetown Sx & Co Marking and enumeration,,APGIS,,,PST,,Primary Agreement,First Nations,2019,NA,NA,NCA,Freshwater,Skeena River,Unknown,Unknown,Unknown,Unknown,53.2255114,-128.6615466,SKEENA-NASS CHUM SALMON,CO-32,LOWER SKEENA,CO,Unknown,Active,Population Science ,Sampling,Intensive,Escapement,Unknown,Unknown,Contribute to Escapement Estimation,Unknown,Unknown,Unknown,Unknown,Unknown,Barry Finnegan,Unknown,Shaun Davies,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Coded Wire Tagging,BioData-Tissue Collection",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GC-YTRA-UNK-14,Unknown #14-,Taku Sockeye Enhancement,,APGIS,,,PST,,Primary Agreement,First Nations,2019,NA,NA,YTRA,Freshwater,Taku River,Unknown,Unknown,Unknown,Unknown,49.37022289,,Unknown,SER-22,NORTHERN TRANSBOUNDARY FJORDS,SK,Adult,Active,Population Science ,Sampling,Extensive,Enhancement,Field Work,Data Collection,Contribute to Escapement Estimation,Unknown,Unknown,Unknown,Alaska Department of Fish & Game,Unknown,Sean Collins,Unknown,Bill Waugh,Unknown,Unknown,Unknown,Unknown,Unknown,,Unknown,Unknown,Unknown,"Fence,Coded Wire Tagging,BioData-Visual Observation,Radiotagging,BioData-Tissue Collection,Plane",Unknown,Unknown,Unknown,Unknown,Unknown,Protocol,Unknown,Doc61,Unknown,Unknown,Unknown,DFO Shared Drive,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"ADF&G SF Research and Technical Services, ADF&G Zander, PSMFC CWT0",Unknown,"Bayesian Time Stratified Petersen Analysis System (BTSPAS), Program6",Unknown,Unknown,Unknown,Project Report,"ADF&G, DSF Fishery Data Series, Canadian Manuscript Report of Fisheries and Aquatic Sciences",Unknown,Unknown,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GC-YTRA-UNK-15,Unknown #15-,Stikine Coho ABM Development,,APGIS,,,PST,,Primary Agreement,First Nations,2019,NA,NA,YTRA,Freshwater,Stikine River,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,CO,Unknown,Active,Population Science ,Sampling,Intensive,Escapement,Field Work,Data Collection,Contribute to Fishery Management,Unknown,Unknown,Unknown,Unknown,Unknown,Jody Mackenzie-Grieve,Unknown,Bill Waugh,Unknown,Unknown,Unknown,Fisheries Manager,Unknown,Alaska Department of Fish & Game,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Excel, Word",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
