id,title,org,sector,type,status,date1,date2,contact,contact_org,comment1,comment2,comment3
1240,Obovarie olivâtre-Batch 10 - Inscription,Conseil de la Nation huronne-wendat,DRGÉ-ÉP,Information,completed,3/23/2019,,Marthe Bérubé,,Courriel,,
1241,Obovarie olivâtre-Batch 10 - Inscription,Eagle vVillage,DRGÉ-ÉP,Information,completed,3/23/2019,,Marthe Bérubé,,Courriel,,
1242,Obovarie olivâtre-Batch 10 - Inscription,Kahnawà:ke,DRGÉ-ÉP,Information,completed,3/23/2019,,Marthe Bérubé,,Courriel,,
1243,Obovarie olivâtre-Batch 10 - Inscription,Kanesatake,DRGÉ-ÉP,Information,completed,3/23/2019,,Marthe Bérubé,,Courriel,,
1244,Obovarie olivâtre-Batch 10 - Inscription,Kitcisakik,DRGÉ-ÉP,Information,completed,3/23/2019,,Marthe Bérubé,,Courriel,,
1245,Obovarie olivâtre-Batch 10 - Inscription,Kitigan-Zibi,DRGÉ-ÉP,Information,completed,3/23/2019,,Marthe Bérubé,,Courriel,,
1246,Obovarie olivâtre-Batch 10 - Inscription,Long Point,DRGÉ-ÉP,Information,completed,3/23/2019,,Marthe Bérubé,,Courriel,,
1247,Obovarie olivâtre-Batch 10 - Inscription,Odanak,DRGÉ-ÉP,Information,completed,3/23/2019,,Marthe Bérubé,,Courriel,,
1248,Obovarie olivâtre-Batch 10 - Inscription,Timiskaming,DRGÉ-ÉP,Information,completed,3/23/2019,,Marthe Bérubé,,Courriel,,
1249,Obovarie olivâtre-Batch 10 - Inscription,Wolf Lake,DRGÉ-ÉP,Information,completed,3/23/2019,,Marthe Bérubé,,Courriel,,
1250,Obovarie olivâtre-Batch 10 - Inscription,Wolinak,DRGÉ-ÉP,Information,completed,3/23/2019,,Marthe Bérubé,,Courriel,,
1251,"Stabilisation de berges dans la rivière Quinchien, Saint-Lazare",Kahnawà:ke,DRGÉ-PPPH,Consultation,active,4/11/2019,,Serge-Éric,MPO,Commentaires écrits ,"1. How were the control measures determined (type, sizing, efficacy, integration with upstream and downstream segments etc.)? Given the relatively large amount of space available on either side of the watercourse, could more natural approaches be considered including natural channel design techniques? If no, were bioengineering solutions considered?
2. Has the risk of bank failure been exacerbated by development in the watershed?
3. What are the safety risks, how were they determined and how imminent are these risks?
4. What compensation projects have been proposed or are being considered?
5. Were issues of archeology ever considered?

Appel 11 juin M. Vaché et B. Diabo: project is currently reviewd by ourt legal council and EPO. Response possible by June. 21. 

Lettre du 13 juin 2019 au MPO: 
• Rapport archéologique: de fausses informations intégrées sur la présence des Iroquois sur le territoire en 1608. Demande de retirer tous les éléments historiques erronés du doc. archéologique, d'être informés avant le début de tout travail archéologique et d'avoir la possibilité de participer à ces travaux. 
• Approche retenue pour stabiliser berges: n’inclut pas l’avis d’un géomorphologue et considère pas les processus naturels de la rivière. Recommandation d'obtenir l’avis d’un géomorphologue pour raffiner la solution proposée pour stabiliser les berges de la rivière Quinchien;
• Compensation: désaccord avec proposition au lac Pine, la restauration du site devrait plutôt favoriser une restauration à l’état d’avant barrage.
",
1252,"Stabilisation de berges dans la rivière Quinchien, Saint-Lazare",Kanesatake,DRGÉ-PPPH,Consultation,active,4/11/2019,,Serge-Éric,MPO,Commentaires écrits ,,
1253,"Construction Autoroute 85 (phase 3) pour les tronçons 1,2 & 3 (2019) entre Saint-Antonin & Saint-Hubert-de-Rivière-du-Loup",,DRGÉ-PPPH,Consultation,,4/16/2019,,,,,,
1254,"Construction autoroute 85, tronçons 1&2 (2019) entre Saint-Antonin & Saint-Hubert-de-Rivière-du-Loup",Malécites de Viger,DRGÉ-PPPH,Consultation,active,4/17/2019,,Annik,"INFC, MPO",Commentaires écrits,Aucun commentaire. Ils pourront en refaire si besoin dans la phase de consultation du tronçon 6,
1255,"James Bay Rd and Chisasibi Rd Repair between Matagami and Radisson, 2019 work",Chisasibi,DRGÉ-PPPH,Consultation,active,4/18/2019,,Annik,MPO,Commentaires écrits ,,
1256,"James Bay Rd and Chisasibi Rd Repair between Matagami and Radisson, 2019 work",Eastmain,DRGÉ-PPPH,Consultation,active,4/18/2019,,Annik,MPO,Commentaires écrits ,,
1257,"James Bay Rd and Chisasibi Rd Repair between Matagami and Radisson, 2019 work",Nemaska,DRGÉ-PPPH,Consultation,active,4/18/2019,,Annik,MPO,Commentaires écrits ,,
1258,"James Bay Rd and Chisasibi Rd Repair between Matagami and Radisson, 2019 work",Waskaganish,DRGÉ-PPPH,Consultation,active,4/18/2019,,Annik,MPO,Commentaires écrits ,,
1259,"James Bay Rd and Chisasibi Rd Repair between Matagami and Radisson, 2019 work",Wemindji,DRGÉ-PPPH,Consultation,active,4/18/2019,,Annik,MPO,Commentaires écrits ,,
1260,"Démantèlement barrage Ouellet-2, remise du cours d’eau à l’état d’origine, rivière Ouellet, Roberval",Mashteuiash,DRGÉ-PPPH,Consultation,active,5/7/2019,,Annik,"MPO, TC",Commentaires écrits,,
1261,Construction Autoroute 85 (phase 3) pour le tronçon 6 (2019) entre Saint-Honoré-de- Témiscouata & Saint-Louis-du-Ha! Ha,Malécites,DRGÉ-PPPH,Consultation,active,6/3/2019,,Stéphanie A.,"INFC, MPO",Commentaires écrits,,
1262,"Réfection pont Pie-IX, sécurité des usagers, rivière des Prairies, Laval",Kahnawà:ke,DRGÉ-PPPH,Consultation,active,6/11/2019,,Serge-Éric,"INFC, MPO, TC",Commentaires écrits ,"Appel 11 juin 2019: PR et BD demandent d'indiquer échéance de réponse dans la lettre pour priorisation avec 
multiples autres dossiers.",
1263,"Réfection pont Pie-IX, sécurité des usagers, rivière des Prairies, Laval",Kanesetake,DRGÉ-PPPH,Consultation,active,6/11/2019,,Serge-Éric,"INFC, MPO, TC",Commentaires écrits ,,
1264,Aires marines du golfe et de l'estuaire,AGHAMM,DRGÉ-DGO,Consultation,completed,6/17/2019,,Jacinthe Beauchamp,,,,
1265,Aires marines du golfe et de l'estuaire,AMIK,DRGÉ-DGO,Consultation,completed,6/17/2019,,Jacinthe Beauchamp,,,,
1266,Aires marines du golfe et de l'estuaire,,DRGÉ-DGO,Consultation,completed,6/17/2019,,Jacinthe Beauchamp,,Lettre,Processus Canada-Québec,
1267,Aires marines du golfe et de l'estuaire,Conseil de la Nation huronne-wendat,DRGÉ-DGO,Consultation,completed,6/17/2019,,Jacinthe Beauchamp,,,,
1268,Aires marines du golfe et de l'estuaire,Conseil tribal Mamuitun (Innu),DRGÉ-DGO,Consultation,completed,6/17/2019,,Jacinthe Beauchamp,,,,
1269,Aires marines du golfe et de l'estuaire,Ekuanitshit,DRGÉ-DGO,Consultation,completed,6/17/2019,,Jacinthe Beauchamp,,,,
1270,Aires marines du golfe et de l'estuaire,Essipit,DRGÉ-DGO,Consultation,completed,6/17/2019,,Jacinthe Beauchamp,,,,
1271,Aires marines du golfe et de l'estuaire,Gesgapegiag,DRGÉ-DGO,Consultation,completed,6/17/2019,,Jacinthe Beauchamp,,,,
1272,Aires marines du golfe et de l'estuaire,Gespeg,DRGÉ-DGO,Consultation,completed,6/17/2019,,Jacinthe Beauchamp,,,,
1273,Aires marines du golfe et de l'estuaire,GMRC,DRGÉ-DGO,Consultation,completed,6/17/2019,,Jacinthe Beauchamp,,,,
1274,Aires marines du golfe et de l'estuaire,Listuguj,DRGÉ-DGO,Consultation,completed,6/17/2019,,Jacinthe Beauchamp,,,,
1275,Aires marines du golfe et de l'estuaire,Malécites de Viger,DRGÉ-DGO,Consultation,completed,6/17/2019,,Jacinthe Beauchamp,,,,
1276,Aires marines du golfe et de l'estuaire,Nutashkuan,DRGÉ-DGO,Consultation,completed,6/17/2019,,Jacinthe Beauchamp,,,,
1277,Aires marines du golfe et de l'estuaire,Pakua Shipi,DRGÉ-DGO,Consultation,completed,6/17/2019,,Jacinthe Beauchamp,,,,
1278,Aires marines du golfe et de l'estuaire,Pessamit,DRGÉ-DGO,Consultation,completed,6/17/2019,,Jacinthe Beauchamp,,,,
1279,Aires marines du golfe et de l'estuaire,Regroupement Mamit innuat,DRGÉ-DGO,Consultation,completed,6/17/2019,,Jacinthe Beauchamp,,,,
1280,Aires marines du golfe et de l'estuaire,Regroupement Petapan Inc.,DRGÉ-DGO,Consultation,completed,6/17/2019,,Jacinthe Beauchamp,,,,
1281,Aires marines du golfe et de l'estuaire,Secrétariat Mi'gmawei Mawiomi,DRGÉ-DGO,Consultation,completed,6/17/2019,,Jacinthe Beauchamp,,,,
1282,Aires marines du golfe et de l'estuaire,Uashat mak Mani-Utenam,DRGÉ-DGO,Consultation,completed,6/17/2019,,Jacinthe Beauchamp,,,,
1283,Aires marines du golfe et de l'estuaire,Unamen Shipu (La Romaine),DRGÉ-DGO,Consultation,completed,6/17/2019,,Jacinthe Beauchamp,,,,
1284,"Enrochement, stabilisation pente aval digue Murdock-Wilson, rivière Shipshaw, Saguenay",Masteuhiash,DRGÉ-PPPH,Consultation,active,6/25/2019,,Annik,"MPO, TC (?)",Commentaires écrits ,Préocupation sur la prise de poisson dans l'enceinte des travaux et être informé du projet de compensation.,
1285,"Enrochement, stabilisation berge, PM 17,2 à 20,6, riv. Matapédia, entre Sainte-Florence et Matapédia",Secretariat Migmawei Mawiomi,DRGÉ-PPPH,Consultation,active,6/26/2019,,Annik,MPO,,,
1286,Démolition des bâtiments de l'île Rouge,"SMM, Innus essipit, malécite de viger",BIESS,Information,completed,7/1/2019,,Stacy Poulin,Justice Canada,Lettre + courriel,Aucune commauté n'a demandé des infos supplémentaires dans le délai imparti.,Voir PJ
1287,"Stabilisation par enrochement, phase 2, rivière aux Outardes, Ragueneau",Pessamit,DRGÉ-PPPH,Consultation,active,7/15/2019,,Annik,,Commentaires écrits,"Pré-autorisation.
Pessamit a indiqué qu'une lettre sera transmise à MPO. Les divers éhanges à ce jour indiquent qu’ils n’ont pas d’enjeu en lien avec le poisson et son habitat pour ce projet basé sur les échanges qu’ils ont eus avec le MTMDET. ",
1288,Informations concernant le Programme pour la Participation Autochtone pour les Habitats (PPAH) - volet contributions,NMRWB,DRGÉ-PPPH,Information,completed,7/17/2019,,Mélanie Laflèche,,Appel et courriel,,
1289,Informations concernant le Programme pour la Participation Autochtone pour les Habitats (PPAH) - volet contributions,Conseil tribal Attikamekw,DRGÉ-PPPH,Information,completed,7/22/2019,,Mélanie Laflèche,,Appel,"laissé un msg vocal à Samuel. Rappel quelques minutes plus tard. Présentation sommaire du PPAH, et envoi d'un courriel récapitulatif",
1290,Informations concernant le Programme pour la Participation Autochtone pour les Habitats (PPAH) - volet contributions,Manawan,DRGÉ-PPPH,Information,completed,7/22/2019,,Mélanie Laflèche,,Appel,"parlé à Laurier ; Kevin et Thérese en vacances, il va leur parler, devrait déposer une demande",
1291,Informations concernant le Programme pour la Participation Autochtone pour les Habitats (PPAH) - volet contributions,Obedjiwan,DRGÉ-PPPH,Information,completed,7/22/2019,,Mélanie Laflèche,,Appel,laissé un Marie Soleil message explicatif à Marie-Soleil,
1292,Informations concernant le Programme pour la Participation Autochtone pour les Habitats (PPAH) - volet contributions,Odanak,DRGÉ-PPPH,Information,completed,7/22/2019,,Mélanie Laflèche,,Appel et courriel,"discussion avec Joanie Beaupré. Elle a pris tout les info. Samuel Dufour, directeur du bureau environnement et terre, prendra conaissance du PPAH lors de son retour de vacances (3 aout)",
1293,Informations concernant le Programme pour la Participation Autochtone pour les Habitats (PPAH) - volet contributions,Wemotaci,DRGÉ-PPPH,Information,completed,7/22/2019,,Mélanie Laflèche,,Appel,laissé un msg vocal à Isabelle Wood,
1294,Informations concernant le Programme pour la Participation Autochtone pour les Habitats (PPAH) - volet contributions,Wendake,DRGÉ-PPPH,Information,completed,7/22/2019,,Mélanie Laflèche,,Appel,laissé un msg vocal ; rappel de Mathieu téreault le 24 juillet. Une bonne 30aine de minute de discussion avec lui afin de présenter le programme. ,
1295,Informations concernant le Programme pour la Participation Autochtone pour les Habitats (PPAH) - volet contributions,Wolinak,DRGÉ-PPPH,Information,completed,7/22/2019,,Mélanie Laflèche,,Appel et courriel,"bureau fermé pour les vacances, laissé un message vocal à l'attention de Marjorie et Vanessa. / laissé un message vocal ; rappel de Suzie, directrice bureau, puis envoit de proposition de projet à l'AC pour approbation",
1296,Informations concernant le Programme pour la Participation Autochtone pour les Habitats (PPAH) - volet contributions,Makivik,DRGÉ-PPPH,Information,completed,7/23/2019,,Mélanie Laflèche,,Appel,,
1297,Informations concernant le Programme pour la Participation Autochtone pour les Habitats (PPAH) - volet contributions,Kativik Regional Government (KRG),DRGÉ-PPPH,Information,completed,7/24/2019,,Mélanie Laflèche,,Appel,,
1298,Informations concernant le Programme pour la Participation Autochtone pour les Habitats (PPAH) - volet contributions,Kahnawà:ke,DRGÉ-PPPH,Information,completed,7/25/2019,,Mélanie Laflèche,,Courriel,Simon Trépanier a parlé du fonds à la communauté,
1299,Informations concernant le Programme pour la Participation Autochtone pour les Habitats (PPAH) - volet contributions,AGHAMM,DRGÉ-PPPH,Information,completed,7/30/2019,,Mélanie Laflèche,,Courriel,,
1300,Informations concernant le Programme pour la Participation Autochtone pour les Habitats (PPAH) - volet contributions,AMIK,DRGÉ-PPPH,Information,completed,7/30/2019,,Mélanie Laflèche,,,,
1301,Informations concernant le Programme pour la Participation Autochtone pour les Habitats (PPAH) - volet contributions,CCEBJ,DRGÉ-PPPH,Information,completed,7/30/2019,,Mélanie Laflèche,,Courriel,,
1302,Informations concernant le Programme pour la Participation Autochtone pour les Habitats (PPAH) - volet contributions,Conseil tribal de la Nation algonquine Anishinabeg,DRGÉ-PPPH,Information,completed,7/30/2019,,Mélanie Laflèche,,Courriel,,
1303,Informations concernant le Programme pour la Participation Autochtone pour les Habitats (PPAH) - volet contributions,Conseil tribal Mamuitun,DRGÉ-PPPH,Information,completed,7/30/2019,,Mélanie Laflèche,,Courriel,,
1304,Informations concernant le Programme pour la Participation Autochtone pour les Habitats (PPAH) - volet contributions,Ekuanitshit,DRGÉ-PPPH,Information,completed,7/30/2019,,Mélanie Laflèche,,Courriel,,
1305,Informations concernant le Programme pour la Participation Autochtone pour les Habitats (PPAH) - volet contributions,EMRWB,DRGÉ-PPPH,Information,completed,7/30/2019,,Mélanie Laflèche,,Courriel,,
1306,Informations concernant le Programme pour la Participation Autochtone pour les Habitats (PPAH) - volet contributions,Essipit,DRGÉ-PPPH,Information,completed,7/30/2019,,Mélanie Laflèche,,Courriel,,
1307,Informations concernant le Programme pour la Participation Autochtone pour les Habitats (PPAH) - volet contributions,Gesgapegiag,DRGÉ-PPPH,Information,completed,7/30/2019,,Mélanie Laflèche,,Courriel,,
1308,Informations concernant le Programme pour la Participation Autochtone pour les Habitats (PPAH) - volet contributions,Gespeg,DRGÉ-PPPH,Information,completed,7/30/2019,,Mélanie Laflèche,,Courriel,,
1309,Informations concernant le Programme pour la Participation Autochtone pour les Habitats (PPAH) - volet contributions,GMRC,DRGÉ-PPPH,Information,completed,7/30/2019,,Mélanie Laflèche,,Courriel,,
1310,Informations concernant le Programme pour la Participation Autochtone pour les Habitats (PPAH) - volet contributions,Grand Conseil des Cris,DRGÉ-PPPH,Information,completed,7/30/2019,,Mélanie Laflèche,,Courriel,,
1311,Informations concernant le Programme pour la Participation Autochtone pour les Habitats (PPAH) - volet contributions,Grand Conseil des Cris,DRGÉ-PPPH,Information,completed,7/30/2019,,Mélanie Laflèche,,Courriel,,
1312,Informations concernant le Programme pour la Participation Autochtone pour les Habitats (PPAH) - volet contributions,Listuguj,DRGÉ-PPPH,Information,completed,7/30/2019,,Mélanie Laflèche,,Courriel,,
1313,Informations concernant le Programme pour la Participation Autochtone pour les Habitats (PPAH) - volet contributions,Malécites de Viger,DRGÉ-PPPH,Information,completed,7/30/2019,,Mélanie Laflèche,,Appel et courriel,"explication du PPAH à Pascal, envoit d'un résumé courriel du PPAH. Assemblée générale des Malécites semaine du 5 août 2019. Interêt de soumission au PPAH en lien avec la signature eventuelle avec le mpo et les droits de pêches (arret Marshall). https://www.canada.ca/fr/peches-oceans/nouvelles/2019/06/la-reconciliation-au-cur-du-travail-de-peches-et-oceans-canada-et-de-la-garde-cotiere-canadienne.html. Devrait nous revenir en mi aout",
1314,Informations concernant le Programme pour la Participation Autochtone pour les Habitats (PPAH) - volet contributions,Mashteuiatsh,DRGÉ-PPPH,Information,completed,7/30/2019,,Mélanie Laflèche,,Courriel,,
1315,Informations concernant le Programme pour la Participation Autochtone pour les Habitats (PPAH) - volet contributions,Matimekosh - Lac John,DRGÉ-PPPH,Information,completed,7/30/2019,,Mélanie Laflèche,,Courriel,,
1316,Informations concernant le Programme pour la Participation Autochtone pour les Habitats (PPAH) - volet contributions,Nutashkuan,DRGÉ-PPPH,Information,completed,7/30/2019,,Mélanie Laflèche,,Courriel,,
1317,Informations concernant le Programme pour la Participation Autochtone pour les Habitats (PPAH) - volet contributions,Pakuashipi,DRGÉ-PPPH,Information,completed,7/30/2019,,Mélanie Laflèche,,Courriel,,
1318,Informations concernant le Programme pour la Participation Autochtone pour les Habitats (PPAH) - volet contributions,Pessamit,DRGÉ-PPPH,Information,completed,7/30/2019,,Mélanie Laflèche,,Courriel,,
1319,Informations concernant le Programme pour la Participation Autochtone pour les Habitats (PPAH) - volet contributions,Regroupement Mamit innuat,DRGÉ-PPPH,Information,completed,7/30/2019,,Mélanie Laflèche,,Courriel,,
1320,Informations concernant le Programme pour la Participation Autochtone pour les Habitats (PPAH) - volet contributions,Regroupement Petapan Inc.,DRGÉ-PPPH,Information,completed,7/30/2019,,Mélanie Laflèche,,Courriel,,
1321,Informations concernant le Programme pour la Participation Autochtone pour les Habitats (PPAH) - volet contributions,Secrétariat Mi'gmawei Mawiomi,DRGÉ-PPPH,Information,completed,7/30/2019,,Mélanie Laflèche,,Courriel,,
1322,Informations concernant le Programme pour la Participation Autochtone pour les Habitats (PPAH) - volet contributions,Uashat mak Mani-Utenam,DRGÉ-PPPH,Information,completed,7/30/2019,,Mélanie Laflèche,,Courriel,,
1323,Informations concernant le Programme pour la Participation Autochtone pour les Habitats (PPAH) - volet contributions,Unamen Shipu (La Romaine),DRGÉ-PPPH,Information,completed,7/30/2019,,Mélanie Laflèche,,Courriel,,
1324,Informations concernant le Programme pour la Participation Autochtone pour les Habitats (PPAH) - volet contributions,Akwesasne,DRGÉ-PPPH,Information,completed,7/31/2019,,Mélanie Laflèche,,Courriel,,
